0,-0.0214018156514579
0.1,-0.0227068044106932
0.2,-0.0270132673161694
0.3,-0.0371921796382043
0.4,-0.0515470559897919
0.5,-0.0634224536988326
0.6,-0.0742538604004851
0.7,-0.0896527277594609
0.8,-0.112490031046078
0.9,-0.126975406273589
1,-0.138328808478935
1.1,-0.154510669093452
1.2,-0.165211576919181
1.3,-0.185960898191022
1.4,-0.205405230703627
1.5,-0.215714641901585
1.6,-0.230461014880943
1.7,-0.242466911465907
1.8,-0.251210336152783
1.9,-0.270002174285771
2,-0.28331305962997
2.1,-0.300538911251876
2.2,-0.313197302216457
2.3,-0.328204672947663
2.4,-0.334338120116068
2.5,-0.346735513328803
2.6,-0.357697418906379
2.7,-0.36291737394332
2.8,-0.360176897548926
2.9,-0.349736987475044
3,-0.340080070656703
3.1,-0.329248663955051
3.2,-0.323767711166263
3.3,-0.308629841559134
3.4,-0.300408412375952
3.5,-0.283965554009588
3.6,-0.273917140563477
3.7,-0.269610677658
3.8,-0.256952286693419
3.9,-0.244163396852913
4,-0.233462489027184
4.1,-0.225110560968079
4.2,-0.212321671127573
4.3,-0.200315774542609
4.4,-0.192616340863121
4.5,-0.182828925168857
4.6,-0.173563504978287
4.7,-0.159208628626699
4.8,-0.144984251151035
4.9,-0.132847855690147
5,-0.113925518681236
5.1,-0.0935676940371666
5.2,-0.0790823188096555
5.3,-0.0606819773044386
5.4,-0.0414986425436806
5.5,-0.0186613392570639
5.6,-0.0126583909645818
5.7,0.000782993255541143
5.8,-0.000391496627770572
5.9,-0.00156598651108229
6,-0.00691644042394677
6.1,-0.0169648538700581
6.2,-0.0229678021625402
6.3,-0.0237507954180813
6.4,-0.0249252853013931
6.5,-0.0194443325126051
6.6,-0.0227068044106932
6.7,-0.0233592987903108
6.8,-0.0214018156514579
6.9,-0.0251862830532401
7,-0.0236202965421578
7.1,-0.0186613392570639
7.2,-0.0208798201477638
7.3,-0.0206188223959168
7.4,-0.0208798201477638
7.5,-0.0237507954180813
7.6,-0.0224458066588461
7.7,-0.0245337886736225
7.8,-0.0197053302644521
7.9,-0.0224458066588461
8,-0.0197053302644521
8.1,-0.0215323145273814
8.2,-0.0236202965421578
8.3,-0.0217933122792285
8.4,-0.0208798201477638
8.5,-0.0210103190236873
8.6,-0.0224458066588461
8.7,-0.0270132673161694
8.8,-0.0228373032866167
8.9,-0.0242727909217754
9,-0.0250557841773166
9.1,-0.0229678021625402
9.2,-0.0241422920458519
9.3,-0.0223153077829226
9.4,-0.021662813403305
9.5,-0.0194443325126051
9.6,-0.0197053302644521
9.7,-0.0229678021625402
9.8,-0.0221848089069991
9.9,-0.0270132673161694
10,-0.0187918381329874
10.1,-0.0224458066588461
10.2,-0.0194443325126051
10.3,-0.0186613392570639
10.4,-0.0249252853013931
10.5,-0.0221848089069991
10.6,-0.021923811155152
10.7,-0.0227068044106932
10.8,-0.0224458066588461
10.9,-0.024664287549546
11,-0.0292317482068694
11.1,-0.05480952788788
11.2,-0.120580961353336
11.3,-0.174998992613446
11.4,-0.24181441708629
11.5,-0.311109320201681
11.6,-0.360307396424849
11.7,-0.389017149128025
11.8,-0.430646290547629
11.9,-0.424251845627376
12,-0.452570101702781
12.1,-0.475668402741245
12.2,-0.480627360026338
12.3,-0.497461715020473
12.4,-0.513121580131296
12.5,-0.525257975592184
12.6,-0.539351854191924
12.7,-0.550966254149118
12.8,-0.566756618135864
12.9,-0.580589498983758
13,-0.595727368590887
13.1,-0.603818298898145
13.2,-0.61882566962935
